Instance_ID,Cold_IPOPT_Status,Cold_IPOPT_Success,Cold_IPOPT_Time_s,Cold_IPOPT_Cost
890,infeasible,False,23.366974094184116,
891,optimal,True,0.7343225630465895,577130.2897991467
892,optimal,True,0.7499157958664,565905.7575733659
893,optimal,True,0.7361459978856146,573644.3991936109
894,optimal,True,0.6997730080038309,555776.4378319657
895,optimal,True,0.8730931850150228,570467.1773632476
896,optimal,True,0.7965027049649507,562717.3915750276
897,optimal,True,0.8339592481497675,568993.6165080594
898,optimal,True,0.7967389349360019,569937.384718964
899,optimal,True,0.7436463688500226,563745.0239835794
