,Run,Run,N,N,Success_Rate,Success_Rate,NN_Time_s,NN_Time_s,IPOPT_Time_s,IPOPT_Time_s,Total_Online_Time_s,Total_Online_Time_s,Cold_IPOPT_Time_s,Cold_IPOPT_Time_s,Speedup,Speedup,Feasible_Obj_Gap_pct,Feasible_Obj_Gap_pct
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Architecture,,,,,,,,,,,,,,,,,,
DC3,3.0,1.5811388300841898,10.0,0.0,1.0,0.0,8.582724258303643e-05,3.5148845221811397e-06,0.7920342317037284,0.05217150081956538,0.7921200589463114,0.052171174872647254,0.8673616426996886,0.0,1.100693017012999,0.07303106231060243,5.257802269606355e-11,5.3540440495813725e-11
FSNet,3.0,1.5811388300841898,10.0,0.0,1.0,0.0,8.54632817208767e-05,7.827094217236267e-06,0.7963907503895461,0.07514462524973392,0.796476213671267,0.07514661101306706,0.8673616426996886,0.0,1.1042008561778285,0.10145917921674451,9.43873834339062e-11,4.558107453353382e-11
KKT,3.0,1.5811388300841898,10.0,0.0,1.0,0.0,0.00016264069825410842,1.4584291256706866e-05,0.7939701655879616,0.024945930359897582,0.7941328062862157,0.024943888860139048,0.8673616426996886,0.0,1.0951208588174945,0.034515160875711284,9.910145203879384e-11,4.8559395675948775e-11
PINN Baseline,3.0,1.5811388300841898,10.0,0.0,1.0,0.0,9.649809449911118e-05,3.361223920043118e-05,0.7867706416733563,0.05671502988637716,0.7868671397678554,0.05671977010317537,0.8673616426996886,0.0,1.1107660037366436,0.08400129280179487,1.0074627864925017e-10,2.1909007788217595e-11
Rahul's Model,3.0,1.5811388300841898,10.0,0.0,1.0,0.0,0.0001728910580277443,6.82624808375833e-06,0.7831234627217054,0.04941553363886279,0.7832963537797332,0.04941625989869607,0.8673616426996886,0.0,1.1119248575453853,0.06915835381591659,9.862889743633042e-11,2.7897334118234868e-11
