Architecture,Run,N,Success_Rate,NN_Time_s,IPOPT_Time_s,Total_Online_Time_s,Cold_IPOPT_Time_s,Speedup,Feasible_Obj_Gap_pct
Ablated PINN,1,10,1.0,0.00023415770847350358,1.6539841019548476,1.654218259663321,0.8853744042571634,0.5391573195068455,3.055953772617301e-10
Ablated PINN,2,10,1.0,0.00017695750575512647,1.3810927928425372,1.3812697503482922,0.8853744042571634,0.6432680115262478,-9.922139602874265e-14
Ablated PINN,3,10,1.0,0.00014726039953529834,1.5344725757837296,1.5346198361832648,0.8853744042571634,0.5844380507401814,4.0207368373153146e-13
Ablated PINN,4,10,1.0,0.00020775760058313608,1.5277445496292785,1.5279523072298615,0.8853744042571634,0.5815411981261833,-1.829324065087593e-13
Ablated PINN,5,10,1.0,0.00014374239835888148,1.5093554242048413,1.5094991666032,0.8853744042571634,0.5897206457640409,3.054613915134303e-10
