Architecture,Run,N,Success_Rate,NN_Time_s,IPOPT_Time_s,Total_Online_Time_s,Cold_IPOPT_Time_s,Speedup,Feasible_Obj_Gap_pct
DC3,1,9,1.0,0.0065843364379058284,1.1088850633758638,1.1154693998137697,1.3120826053588341,1.2607046729885425,-1.4833584042483386e-12
DC3,2,9,1.0,0.006375564676192071,1.9787845381328628,1.985160102809055,1.3120826053588341,1.0388333033670714,1.4257572086776868e-12
DC3,3,9,1.0,0.000272231874987483,1.6855849674644157,1.6858571993394031,1.3120826053588341,0.7966798104217566,7.994161361182758e-13
DC3,4,9,1.0,0.0005062335532986455,1.6730747806529205,1.673581014206219,1.3120826053588341,1.3041077299595232,-3.068371269198859e-13
DC3,5,9,1.0,0.00023952511967056326,1.1222743793494172,1.1225139044690877,1.3120826053588341,1.2902385322386525,6.003803202423319e-13
FSNet,1,9,1.0,0.003037763681883613,1.4344403559031587,1.4374781195850421,1.3120826053588341,1.2072715146425894,1.2678501530866986e-12
FSNet,2,9,1.0,0.00025941079689396755,1.3949086900748726,1.3951681008717667,1.3120826053588341,1.093068924037779,1.0196659056958755e-12
FSNet,3,9,1.0,0.00016694601314763227,0.8530932104008065,0.8532601564139541,1.3120826053588341,1.6522181897754953,-6.499439292986179e-13
FSNet,4,9,1.0,0.00016209154596759213,1.1049519637082186,1.1051140552541863,1.3120826053588341,1.2772631398572167,-2.918018691089201e-14
FSNet,5,9,1.0,0.0002203162293881178,1.733484874996874,1.7337051912262622,1.3120826053588341,0.7680448936397395,6.1473398876507e-13
KKT,1,9,1.0,0.000411516676346461,1.7159320392076753,1.7163435558840219,1.3120826053588341,1.0642546704310611,-7.95933388575345e-14
KKT,2,9,1.0,0.0004353911305467288,1.525231800507754,1.525667191638301,1.3120826053588341,0.8916470605139466,4.074349242868772e-13
KKT,3,9,1.0,0.0005993804532206721,1.4424919673603855,1.4430913478136063,1.3120826053588341,1.0079067108058863,1.2532914665109956e-12
KKT,4,9,1.0,0.00032858967056704894,1.1232977665753827,1.1236263562459499,1.3120826053588341,1.299241410335322,4.1966218970129424e-14
KKT,5,9,1.0,0.0006196772317505545,1.114228963593228,1.1148486408249785,1.3120826053588341,1.2003674344241757,1.642070542808962e-13
PINN Baseline,1,9,1.0,0.006636188675959905,1.6364648146296128,1.6431010033055726,1.3120826053588341,0.7987452350194718,3.2756297427023073e-13
PINN Baseline,2,9,1.0,0.007047218555170629,1.6715054250477503,1.678552643602921,1.3120826053588341,0.7983267402408002,8.349080836742468e-13
PINN Baseline,3,9,1.0,0.00020335612094236744,1.369619059505769,1.3698224156267114,1.3120826053588341,0.9488369921401107,1.0442246021961052e-12
PINN Baseline,4,9,1.0,0.00019661945083902942,1.4692203858608588,1.4694170053116977,1.3120826053588341,1.175845076016115,3.6703664061742325e-13
PINN Baseline,5,9,1.0,0.000235990672889683,1.5633679024306022,1.563603893103492,1.3120826053588341,0.8521843600113106,8.223110947146885e-13
Rahul's Model,1,9,1.0,0.00043781122399701015,1.1336436849087477,1.1340814961327448,1.3120826053588341,1.2022513457943032,3.211858137548827e-13
Rahul's Model,2,9,1.0,0.004805258345893688,1.2323869653563533,1.237192223702247,1.3120826053588341,1.1555767439706177,1.5279258979588304e-12
Rahul's Model,3,9,1.0,0.00039640322534574405,1.6138515843647636,1.6142479875901092,1.3120826053588341,0.8278283222730088,5.082821921762394e-13
Rahul's Model,4,9,1.0,0.0005475103389471769,1.9149491244461387,1.915496634785086,1.3120826053588341,0.7026780757039883,1.0080237651346748e-12
Rahul's Model,5,9,1.0,0.00031907978053722117,1.3363892894186493,1.3367083691991866,1.3120826053588341,1.0792316320252802,8.565228601055876e-13
