Architecture,Run,N,Success_Rate,NN_Time_s,IPOPT_Time_s,Total_Online_Time_s,Cold_IPOPT_Time_s,Speedup,Feasible_Obj_Gap_pct
DC3,1,10,1.0,9.560650214552879e-05,0.92681087795645,0.9269064844585955,0.8628759152255953,0.9309882001512324,3.4867500227323783e-12
DC3,2,10,1.0,8.716350421309472e-05,0.9693378339521587,0.9694249974563718,0.8628759152255953,0.9387037121756718,1.2475379701873933e-10
DC3,3,10,1.0,0.00010466845706105232,1.09053161367774,1.0906362821348012,0.8628759152255953,0.7929628072107703,1.8918432427176392e-12
DC3,4,10,1.0,9.827744215726853e-05,1.0474684732034802,1.0475667506456374,0.8628759152255953,0.8297448292301388,1.2476847552460485e-10
DC3,5,10,1.0,0.00010311650112271309,1.2327442340552808,1.2328473505564035,0.8628759152255953,0.6997700721873861,2.3649995227192024e-12
FSNet,1,10,1.0,0.00010400265455245972,0.904031693469733,0.9041356961242855,0.8628759152255953,0.9860326547527436,1.216735954793039e-10
FSNet,2,10,1.0,8.397949859499932e-05,0.8752597033977508,0.8753436828963459,0.8628759152255953,0.985565000017053,1.995465756907041e-12
FSNet,3,10,1.0,9.279055520892144e-05,0.7586363476701081,0.758729138225317,0.8628759152255953,1.143452354374376,1.2146227045273473e-10
FSNet,4,10,1.0,0.00010288460180163383,0.7226753367111087,0.7227782213129104,0.8628759152255953,1.200285691766979,1.2229394700920322e-12
FSNet,5,10,1.0,7.709348574280739e-05,0.7510495903901756,0.7511266838759184,0.8628759152255953,1.1507776499095865,2.3955228984446625e-12
KKT,1,10,1.0,0.0001648480072617531,0.69528614198789,0.6954509899951518,0.8628759152255953,1.2433173490521496,1.7751803015311744e-12
KKT,2,10,1.0,0.00017335088923573494,0.7876088107936084,0.7877821616828442,0.8628759152255953,1.0971543592418267,3.2087781464743488e-12
KKT,3,10,1.0,0.0001865008845925331,0.8231914008036256,0.8233779016882181,0.8628759152255953,1.0478042415063022,3.710538620102344e-12
KKT,4,10,1.0,0.00016019511967897416,0.8858917512930929,0.886051946412772,0.8628759152255953,0.976833832565665,2.850763498670603e-12
KKT,5,10,1.0,0.00017701918259263038,0.8023326291702688,0.8025096483528614,0.8628759152255953,1.0760811200249605,3.4308125862674487e-12
PINN Baseline,1,10,1.0,0.0003146023489534855,0.8314880956895649,0.8318026980385185,0.8628759152255953,1.040875290992512,2.8228003088608805e-12
PINN Baseline,2,10,1.0,8.701337501406669e-05,0.7741489640437067,0.7742359774187207,0.8628759152255953,1.1213569589213037,1.2476065166377482e-10
PINN Baseline,3,10,1.0,7.933741435408592e-05,0.9368705102242529,0.936949847638607,0.8628759152255953,0.9264882954432438,2.343380438769251e-12
PINN Baseline,4,10,1.0,9.09353606402874e-05,0.8216017412021757,0.8216926765628159,0.8628759152255953,1.0553891033282914,8.711442446276694e-13
PINN Baseline,5,10,1.0,9.17564146220684e-05,0.9238589643500745,0.9239507207646966,0.8628759152255953,0.9396828333408006,2.112483474612426e-12
Rahul's Model,1,10,1.0,0.00015185102820396422,0.8297148572281003,0.8298667082563043,0.8628759152255953,1.0394318023808453,1.2422480223343743e-10
Rahul's Model,2,10,1.0,0.00016846610233187676,0.802278789691627,0.8024472557939589,0.8628759152255953,1.0747272877560539,1.171539401432862e-10
Rahul's Model,3,10,1.0,0.00017374111339449883,0.7201669324189425,0.720340673532337,0.8628759152255953,1.2012189050248467,-2.5446500627926585e-12
Rahul's Model,4,10,1.0,0.00016192207112908363,0.7838010583072901,0.7839629803784192,0.8628759152255953,1.1029930335980098,1.1879100430644433e-10
Rahul's Model,5,10,1.0,0.00021683406084775924,0.6454134607687593,0.645630294829607,0.8628759152255953,1.3391135683640172,-5.1097519646319345e-12
