Sheet,Metric,Architecture 1,Architecture 2,MW_U_Stat,MW_p_val,KS_D_Stat,KS_p_val,MW_Sig (p<0.05),KS_Sig (p<0.05)
300,Mean_Ineq,DC3,Rahul's Model,25.0,0.0079,1.0,0.0079,True,True
300,Mean_Ineq,FSNet,KKT,25.0,0.0079,1.0,0.0079,True,True
300,Mean_Ineq,FSNet,Rahul's Model,25.0,0.0079,1.0,0.0079,True,True
300,Mean_Ineq,KKT,Rahul's Model,19.0,0.2222,0.6,0.3571,False,False
300,MAE_v,PINN Baseline,DC3,20.0,0.1508,0.8,0.0794,False,False
300,MAE_v,PINN Baseline,FSNet,20.0,0.1508,0.8,0.0794,False,False
300,MAE_v,PINN Baseline,KKT,25.0,0.0079,1.0,0.0079,True,True
300,MAE_v,PINN Baseline,Rahul's Model,25.0,0.0079,1.0,0.0079,True,True
300,MAE_v,DC3,FSNet,25.0,0.0079,1.0,0.0079,True,True
300,MAE_v,DC3,KKT,25.0,0.0079,1.0,0.0079,True,True
300,MAE_v,DC3,Rahul's Model,25.0,0.0079,1.0,0.0079,True,True
300,MAE_v,FSNet,KKT,25.0,0.0079,1.0,0.0079,True,True
300,MAE_v,FSNet,Rahul's Model,25.0,0.0079,1.0,0.0079,True,True
300,MAE_v,KKT,Rahul's Model,22.0,0.0556,0.6,0.3571,False,False
300,MAE_pg,PINN Baseline,DC3,5.0,0.1508,0.8,0.0794,False,False
300,MAE_pg,PINN Baseline,FSNet,10.0,0.6905,0.6,0.3571,False,False
300,MAE_pg,PINN Baseline,KKT,9.0,0.5476,0.6,0.3571,False,False
300,MAE_pg,PINN Baseline,Rahul's Model,0.0,0.0079,1.0,0.0079,True,True
300,MAE_pg,DC3,FSNet,25.0,0.0079,1.0,0.0079,True,True
300,MAE_pg,DC3,KKT,24.0,0.0159,0.8,0.0794,True,False
300,MAE_pg,DC3,Rahul's Model,0.0,0.0079,1.0,0.0079,True,True
300,MAE_pg,FSNet,KKT,3.0,0.0556,0.6,0.3571,False,False
300,MAE_pg,FSNet,Rahul's Model,0.0,0.0079,1.0,0.0079,True,True
300,MAE_pg,KKT,Rahul's Model,0.0,0.0079,1.0,0.0079,True,True
300,MAE_qg,PINN Baseline,DC3,0.0,0.0079,1.0,0.0079,True,True
300,MAE_qg,PINN Baseline,FSNet,0.0,0.0079,1.0,0.0079,True,True
300,MAE_qg,PINN Baseline,KKT,2.0,0.0317,0.8,0.0794,True,False
300,MAE_qg,PINN Baseline,Rahul's Model,0.0,0.0079,1.0,0.0079,True,True
300,MAE_qg,DC3,FSNet,6.0,0.2222,0.6,0.3571,False,False
300,MAE_qg,DC3,KKT,15.0,0.6905,0.6,0.3571,False,False
300,MAE_qg,DC3,Rahul's Model,0.0,0.0079,1.0,0.0079,True,True
300,MAE_qg,FSNet,KKT,15.0,0.6905,0.6,0.3571,False,False
300,MAE_qg,FSNet,Rahul's Model,0.0,0.0079,1.0,0.0079,True,True
300,MAE_qg,KKT,Rahul's Model,0.0,0.0079,1.0,0.0079,True,True
300,Time_s,PINN Baseline,DC3,20.0,0.1508,0.6,0.3571,False,False
300,Time_s,PINN Baseline,FSNet,15.0,0.6905,0.4,0.873,False,False
300,Time_s,PINN Baseline,KKT,0.0,0.0079,1.0,0.0079,True,True
300,Time_s,PINN Baseline,Rahul's Model,0.0,0.0079,1.0,0.0079,True,True
300,Time_s,DC3,FSNet,10.0,0.6905,0.6,0.3571,False,False
300,Time_s,DC3,KKT,0.0,0.0079,1.0,0.0079,True,True
300,Time_s,DC3,Rahul's Model,0.0,0.0079,1.0,0.0079,True,True
300,Time_s,FSNet,KKT,0.0,0.0079,1.0,0.0079,True,True
300,Time_s,FSNet,Rahul's Model,0.0,0.0079,1.0,0.0079,True,True
300,Time_s,KKT,Rahul's Model,10.0,0.6905,0.4,0.873,False,False
