Job: acopf_ISS
Executing: ACOPF_Hard_KKT.py
Node: issnode1
GPU Allocated: 0
CUDA Hardware Acceleration Active: NVIDIA GeForce RTX 4090

Beginning execution of parallelized training matrix loops for Hard KKT...
Epoch    0 | Val Loss: 139.3033 | Val Cost: 1636.87 | Val Max P-Miss: 0.8315 | Val Max Q-Miss: 0.5852 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   10 | Val Loss: 35.1126 | Val Cost: 1176.24 | Val Max P-Miss: 0.3080 | Val Max Q-Miss: 0.1472 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   20 | Val Loss: 29.3130 | Val Cost: 1184.81 | Val Max P-Miss: 0.2842 | Val Max Q-Miss: 0.0886 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   30 | Val Loss: 27.5242 | Val Cost: 1271.36 | Val Max P-Miss: 0.2331 | Val Max Q-Miss: 0.1337 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   40 | Val Loss: 26.6975 | Val Cost: 1278.76 | Val Max P-Miss: 0.2386 | Val Max Q-Miss: 0.1385 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   50 | Val Loss: 27.3527 | Val Cost: 1331.84 | Val Max P-Miss: 0.3378 | Val Max Q-Miss: 0.0864 | Val Max Gen Viol: 0.0001 | Val Max Thermal: 0.0000
Epoch   60 | Val Loss: 25.5854 | Val Cost: 1423.17 | Val Max P-Miss: 0.3164 | Val Max Q-Miss: 0.0702 | Val Max Gen Viol: 0.0020 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   70 | Val Loss: 26.3904 | Val Cost: 1471.89 | Val Max P-Miss: 0.3305 | Val Max Q-Miss: 0.0770 | Val Max Gen Viol: 0.0046 | Val Max Thermal: 0.0000
Epoch   80 | Val Loss: 26.9765 | Val Cost: 1494.97 | Val Max P-Miss: 0.3233 | Val Max Q-Miss: 0.0882 | Val Max Gen Viol: 0.0060 | Val Max Thermal: 0.0000
Epoch   90 | Val Loss: 27.9535 | Val Cost: 1504.49 | Val Max P-Miss: 0.3079 | Val Max Q-Miss: 0.0877 | Val Max Gen Viol: 0.0069 | Val Max Thermal: 0.0000
Epoch  100 | Val Loss: 28.6025 | Val Cost: 1399.94 | Val Max P-Miss: 0.2472 | Val Max Q-Miss: 0.1587 | Val Max Gen Viol: 0.0041 | Val Max Thermal: 0.0000
