Random seed     : 3
CUDA Hardware Acceleration Active: NVIDIA GeForce RTX 4090
Problem Geometry Linked -> Matrix Samples: 10000
======================================================================
CONTROLLED ABLATION
Case            : pglib_opf_case14_ieee
Projection      : full
Weight strategy : nominal
Weights         : {'eq_p': 1000.0, 'eq_q': 1000.0, 'thermal': 1.0, 'ang': 1.0, 'v': 1.0, 'obj': 0.0005}
======================================================================

Beginning execution of parallelized training matrix loops...
Epoch    0 | Val Loss: 145.8110 | Val Cost: 1673.26 | Val Max P-Miss: 0.8384 | Max Q-Miss: 0.8056 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  100 | Val Loss: 18.1729 | Val Cost: 2036.14 | Val Max P-Miss: 0.3243 | Max Q-Miss: 0.0840 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  200 | Val Loss: 13.2471 | Val Cost: 2155.80 | Val Max P-Miss: 0.2680 | Max Q-Miss: 0.1553 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  300 | Val Loss: 11.4278 | Val Cost: 2211.60 | Val Max P-Miss: 0.2235 | Max Q-Miss: 0.0813 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  400 | Val Loss: 11.6976 | Val Cost: 2243.26 | Val Max P-Miss: 0.2456 | Max Q-Miss: 0.0760 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  500 | Val Loss: 13.9548 | Val Cost: 2225.34 | Val Max P-Miss: 0.2075 | Max Q-Miss: 0.2138 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  600 | Val Loss: 10.0651 | Val Cost: 2237.70 | Val Max P-Miss: 0.1626 | Max Q-Miss: 0.1237 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  700 | Val Loss: 9.1586 | Val Cost: 2299.77 | Val Max P-Miss: 0.1907 | Max Q-Miss: 0.0692 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  800 | Val Loss: 8.7026 | Val Cost: 2312.02 | Val Max P-Miss: 0.1721 | Max Q-Miss: 0.0698 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  900 | Val Loss: 7.7948 | Val Cost: 2299.81 | Val Max P-Miss: 0.1275 | Max Q-Miss: 0.0891 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 1000 | Val Loss: 10.1148 | Val Cost: 2280.91 | Val Max P-Miss: 0.1856 | Max Q-Miss: 0.0814 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1100 | Val Loss: 8.0880 | Val Cost: 2333.85 | Val Max P-Miss: 0.1708 | Max Q-Miss: 0.0704 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1200 | Val Loss: 7.6548 | Val Cost: 2342.54 | Val Max P-Miss: 0.1552 | Max Q-Miss: 0.0686 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 1300 | Val Loss: 8.1190 | Val Cost: 2331.62 | Val Max P-Miss: 0.1473 | Max Q-Miss: 0.0914 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1400 | Val Loss: 7.7935 | Val Cost: 2347.85 | Val Max P-Miss: 0.1648 | Max Q-Miss: 0.0662 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1500 | Val Loss: 7.5604 | Val Cost: 2351.22 | Val Max P-Miss: 0.1368 | Max Q-Miss: 0.0766 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 1600 | Val Loss: 7.6698 | Val Cost: 2349.36 | Val Max P-Miss: 0.1652 | Max Q-Miss: 0.0670 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 1700 | Val Loss: 7.3252 | Val Cost: 2354.73 | Val Max P-Miss: 0.1521 | Max Q-Miss: 0.0676 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 1800 | Val Loss: 7.2720 | Val Cost: 2354.20 | Val Max P-Miss: 0.1493 | Max Q-Miss: 0.0649 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 1900 | Val Loss: 7.4871 | Val Cost: 2357.46 | Val Max P-Miss: 0.1410 | Max Q-Miss: 0.0684 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 2000 | Val Loss: 7.1590 | Val Cost: 2356.13 | Val Max P-Miss: 0.1173 | Max Q-Miss: 0.0889 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 2100 | Val Loss: 6.8832 | Val Cost: 2354.69 | Val Max P-Miss: 0.1340 | Max Q-Miss: 0.0659 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 2200 | Val Loss: 6.8479 | Val Cost: 2354.59 | Val Max P-Miss: 0.1281 | Max Q-Miss: 0.0634 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 2300 | Val Loss: 10.0326 | Val Cost: 2343.95 | Val Max P-Miss: 0.1873 | Max Q-Miss: 0.0777 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 2400 | Val Loss: 6.8527 | Val Cost: 2352.77 | Val Max P-Miss: 0.1225 | Max Q-Miss: 0.0754 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 2500 | Val Loss: 6.7903 | Val Cost: 2354.35 | Val Max P-Miss: 0.1244 | Max Q-Miss: 0.0650 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 2600 | Val Loss: 7.3558 | Val Cost: 2355.94 | Val Max P-Miss: 0.1585 | Max Q-Miss: 0.0679 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 2700 | Val Loss: 6.6217 | Val Cost: 2353.46 | Val Max P-Miss: 0.1158 | Max Q-Miss: 0.0664 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 2800 | Val Loss: 7.0538 | Val Cost: 2354.62 | Val Max P-Miss: 0.1357 | Max Q-Miss: 0.0692 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 2900 | Val Loss: 6.6868 | Val Cost: 2353.79 | Val Max P-Miss: 0.1101 | Max Q-Miss: 0.0662 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 3000 | Val Loss: 6.8777 | Val Cost: 2354.49 | Val Max P-Miss: 0.1395 | Max Q-Miss: 0.0667 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 3100 | Val Loss: 6.7511 | Val Cost: 2355.09 | Val Max P-Miss: 0.1328 | Max Q-Miss: 0.0663 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 3200 | Val Loss: 6.7428 | Val Cost: 2353.49 | Val Max P-Miss: 0.1134 | Max Q-Miss: 0.0653 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 3300 | Val Loss: 6.8727 | Val Cost: 2354.31 | Val Max P-Miss: 0.1285 | Max Q-Miss: 0.0654 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 3400 | Val Loss: 6.6105 | Val Cost: 2354.33 | Val Max P-Miss: 0.1089 | Max Q-Miss: 0.0685 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 3500 | Val Loss: 6.6138 | Val Cost: 2353.29 | Val Max P-Miss: 0.1115 | Max Q-Miss: 0.0662 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 3600 | Val Loss: 7.3904 | Val Cost: 2356.08 | Val Max P-Miss: 0.1715 | Max Q-Miss: 0.0525 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 3700 | Val Loss: 6.5967 | Val Cost: 2353.77 | Val Max P-Miss: 0.1081 | Max Q-Miss: 0.0647 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 3800 | Val Loss: 6.7711 | Val Cost: 2349.89 | Val Max P-Miss: 0.1274 | Max Q-Miss: 0.0687 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 3900 | Val Loss: 6.6162 | Val Cost: 2353.48 | Val Max P-Miss: 0.1074 | Max Q-Miss: 0.0642 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 4000 | Val Loss: 6.5165 | Val Cost: 2353.40 | Val Max P-Miss: 0.1072 | Max Q-Miss: 0.0642 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 4100 | Val Loss: 6.6887 | Val Cost: 2354.77 | Val Max P-Miss: 0.1154 | Max Q-Miss: 0.0630 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 4200 | Val Loss: 6.5140 | Val Cost: 2354.11 | Val Max P-Miss: 0.1105 | Max Q-Miss: 0.0652 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 4300 | Val Loss: 6.9230 | Val Cost: 2353.26 | Val Max P-Miss: 0.1247 | Max Q-Miss: 0.0639 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 4400 | Val Loss: 6.5830 | Val Cost: 2353.97 | Val Max P-Miss: 0.1105 | Max Q-Miss: 0.0633 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 4500 | Val Loss: 6.5402 | Val Cost: 2353.48 | Val Max P-Miss: 0.1080 | Max Q-Miss: 0.0635 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 4600 | Val Loss: 6.5601 | Val Cost: 2353.31 | Val Max P-Miss: 0.1084 | Max Q-Miss: 0.0649 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 4700 | Val Loss: 6.5783 | Val Cost: 2353.10 | Val Max P-Miss: 0.1078 | Max Q-Miss: 0.0678 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 4800 | Val Loss: 6.5463 | Val Cost: 2353.93 | Val Max P-Miss: 0.1114 | Max Q-Miss: 0.0644 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 4900 | Val Loss: 6.5084 | Val Cost: 2353.21 | Val Max P-Miss: 0.1088 | Max Q-Miss: 0.0691 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 5000 | Val Loss: 6.4883 | Val Cost: 2353.18 | Val Max P-Miss: 0.1078 | Max Q-Miss: 0.0661 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 5100 | Val Loss: 6.5113 | Val Cost: 2352.90 | Val Max P-Miss: 0.1062 | Max Q-Miss: 0.0720 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 5200 | Val Loss: 6.6651 | Val Cost: 2354.17 | Val Max P-Miss: 0.1193 | Max Q-Miss: 0.0633 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 5300 | Val Loss: 6.5278 | Val Cost: 2353.75 | Val Max P-Miss: 0.1073 | Max Q-Miss: 0.0619 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 5400 | Val Loss: 7.4849 | Val Cost: 2355.15 | Val Max P-Miss: 0.1555 | Max Q-Miss: 0.1015 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 5500 | Val Loss: 6.4902 | Val Cost: 2352.95 | Val Max P-Miss: 0.1080 | Max Q-Miss: 0.0653 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 5600 | Val Loss: 6.4690 | Val Cost: 2353.14 | Val Max P-Miss: 0.1071 | Max Q-Miss: 0.0686 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 5700 | Val Loss: 7.2436 | Val Cost: 2355.18 | Val Max P-Miss: 0.1518 | Max Q-Miss: 0.0654 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 5800 | Val Loss: 6.5123 | Val Cost: 2352.69 | Val Max P-Miss: 0.1054 | Max Q-Miss: 0.0653 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 5900 | Val Loss: 6.5211 | Val Cost: 2353.34 | Val Max P-Miss: 0.1045 | Max Q-Miss: 0.0655 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 6000 | Val Loss: 6.7562 | Val Cost: 2356.39 | Val Max P-Miss: 0.1430 | Max Q-Miss: 0.0681 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 6100 | Val Loss: 6.5743 | Val Cost: 2353.51 | Val Max P-Miss: 0.1136 | Max Q-Miss: 0.0702 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 6200 | Val Loss: 6.4815 | Val Cost: 2353.26 | Val Max P-Miss: 0.1050 | Max Q-Miss: 0.0659 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 6300 | Val Loss: 6.4521 | Val Cost: 2353.56 | Val Max P-Miss: 0.1031 | Max Q-Miss: 0.0650 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch 6400 | Val Loss: 6.5141 | Val Cost: 2353.34 | Val Max P-Miss: 0.1021 | Max Q-Miss: 0.0651 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 6500 | Val Loss: 6.4591 | Val Cost: 2352.99 | Val Max P-Miss: 0.1031 | Max Q-Miss: 0.0670 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 6600 | Val Loss: 6.4601 | Val Cost: 2353.32 | Val Max P-Miss: 0.1045 | Max Q-Miss: 0.0664 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch 6700 | Val Loss: 6.4755 | Val Cost: 2353.35 | Val Max P-Miss: 0.1042 | Max Q-Miss: 0.0614 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
