Job: acopf_ISS
Executing: ACOPF_pinn_baseline.py --case_name pglib_opf_case57_ieee --epochs 10000
Node: issnode1
GPU Allocated: 0
CUDA Hardware Acceleration Active: NVIDIA GeForce RTX 4090
--- STEP 1: EXHAUSTIVE DATASET INTEGRITY CHECK ---
All problem matrices are 100% clean of NaNs and Infs.
Problem Geometry Linked -> Matrix Samples: 10000

Beginning execution of parallelized training matrix loops...
Epoch    0 | Val Loss: 104.8237 | Val Cost: 24681.22 | Val Max P-Miss: 1.0760 | Max Q-Miss: 0.9448 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   10 | Val Loss: 27.0165 | Val Cost: 29116.00 | Val Max P-Miss: 0.5582 | Max Q-Miss: 0.2061 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   20 | Val Loss: 24.8751 | Val Cost: 30045.34 | Val Max P-Miss: 0.4727 | Max Q-Miss: 0.1603 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   30 | Val Loss: 23.0868 | Val Cost: 30740.66 | Val Max P-Miss: 0.3737 | Max Q-Miss: 0.1979 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   40 | Val Loss: 22.7563 | Val Cost: 31093.26 | Val Max P-Miss: 0.3774 | Max Q-Miss: 0.1749 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   50 | Val Loss: 21.7622 | Val Cost: 30802.28 | Val Max P-Miss: 0.3666 | Max Q-Miss: 0.1287 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   60 | Val Loss: 21.9565 | Val Cost: 30746.66 | Val Max P-Miss: 0.5259 | Max Q-Miss: 0.1457 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch   70 | Val Loss: 21.8566 | Val Cost: 31073.02 | Val Max P-Miss: 0.2835 | Max Q-Miss: 0.1688 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch   80 | Val Loss: 22.3920 | Val Cost: 31049.61 | Val Max P-Miss: 0.2657 | Max Q-Miss: 0.2278 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch   90 | Val Loss: 20.9190 | Val Cost: 31202.27 | Val Max P-Miss: 0.2350 | Max Q-Miss: 0.1349 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  100 | Val Loss: 21.5075 | Val Cost: 31238.27 | Val Max P-Miss: 0.1866 | Max Q-Miss: 0.1597 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  110 | Val Loss: 21.4874 | Val Cost: 31104.52 | Val Max P-Miss: 0.3406 | Max Q-Miss: 0.2036 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  120 | Val Loss: 20.6267 | Val Cost: 31257.38 | Val Max P-Miss: 0.2220 | Max Q-Miss: 0.1599 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  130 | Val Loss: 20.3496 | Val Cost: 31318.33 | Val Max P-Miss: 0.1940 | Max Q-Miss: 0.1338 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  140 | Val Loss: 20.6297 | Val Cost: 31106.32 | Val Max P-Miss: 0.1839 | Max Q-Miss: 0.1267 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  150 | Val Loss: 20.2869 | Val Cost: 31342.07 | Val Max P-Miss: 0.2186 | Max Q-Miss: 0.1417 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  160 | Val Loss: 20.8796 | Val Cost: 31264.60 | Val Max P-Miss: 0.2136 | Max Q-Miss: 0.1373 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  170 | Val Loss: 20.3455 | Val Cost: 31186.21 | Val Max P-Miss: 0.1890 | Max Q-Miss: 0.1162 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  180 | Val Loss: 19.7863 | Val Cost: 31220.56 | Val Max P-Miss: 0.1889 | Max Q-Miss: 0.1080 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  190 | Val Loss: 22.0494 | Val Cost: 31164.25 | Val Max P-Miss: 0.2922 | Max Q-Miss: 0.1443 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  200 | Val Loss: 20.8092 | Val Cost: 30997.05 | Val Max P-Miss: 0.1919 | Max Q-Miss: 0.1352 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  210 | Val Loss: 19.3290 | Val Cost: 30989.98 | Val Max P-Miss: 0.1623 | Max Q-Miss: 0.0993 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  220 | Val Loss: 19.9235 | Val Cost: 30953.83 | Val Max P-Miss: 0.1957 | Max Q-Miss: 0.1316 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  230 | Val Loss: 19.6783 | Val Cost: 31084.51 | Val Max P-Miss: 0.1485 | Max Q-Miss: 0.0914 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  240 | Val Loss: 19.5140 | Val Cost: 31127.78 | Val Max P-Miss: 0.1518 | Max Q-Miss: 0.0902 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  250 | Val Loss: 20.1609 | Val Cost: 31119.28 | Val Max P-Miss: 0.2138 | Max Q-Miss: 0.1482 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  260 | Val Loss: 20.4810 | Val Cost: 30930.46 | Val Max P-Miss: 0.1832 | Max Q-Miss: 0.1230 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  270 | Val Loss: 19.8960 | Val Cost: 30907.63 | Val Max P-Miss: 0.2626 | Max Q-Miss: 0.1357 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  280 | Val Loss: 19.3547 | Val Cost: 30939.18 | Val Max P-Miss: 0.1709 | Max Q-Miss: 0.1274 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  290 | Val Loss: 19.7845 | Val Cost: 30949.18 | Val Max P-Miss: 0.1778 | Max Q-Miss: 0.1528 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  300 | Val Loss: 20.2931 | Val Cost: 30850.32 | Val Max P-Miss: 0.2120 | Max Q-Miss: 0.1019 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  310 | Val Loss: 19.6528 | Val Cost: 30732.30 | Val Max P-Miss: 0.3427 | Max Q-Miss: 0.1000 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  320 | Val Loss: 19.4652 | Val Cost: 30821.24 | Val Max P-Miss: 0.2953 | Max Q-Miss: 0.1037 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  330 | Val Loss: 19.3337 | Val Cost: 30824.23 | Val Max P-Miss: 0.2885 | Max Q-Miss: 0.0808 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  340 | Val Loss: 19.4127 | Val Cost: 30807.72 | Val Max P-Miss: 0.1597 | Max Q-Miss: 0.1542 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  350 | Val Loss: 19.2264 | Val Cost: 30846.26 | Val Max P-Miss: 0.1471 | Max Q-Miss: 0.0989 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  360 | Val Loss: 19.0218 | Val Cost: 30886.30 | Val Max P-Miss: 0.1538 | Max Q-Miss: 0.0721 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  370 | Val Loss: 19.4383 | Val Cost: 30789.22 | Val Max P-Miss: 0.1994 | Max Q-Miss: 0.1017 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  380 | Val Loss: 19.2499 | Val Cost: 30770.38 | Val Max P-Miss: 0.1740 | Max Q-Miss: 0.0930 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  390 | Val Loss: 18.6871 | Val Cost: 30770.27 | Val Max P-Miss: 0.1400 | Max Q-Miss: 0.0649 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
