Job: acopf_ISS
Executing: ACOPF_pinn_baseline.py --case_name pglib_opf_case14_ieee --epochs 10000
Node: issnode1
GPU Allocated: 0
CUDA Hardware Acceleration Active: NVIDIA GeForce RTX 4090
Problem Geometry Linked -> Matrix Samples: 10000

Beginning execution of parallelized training matrix loops...
Epoch    0 | Val Loss: 150.3931 | Val Cost: 1486.09 | Val Max P-Miss: 0.9562 | Max Q-Miss: 0.7195 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   10 | Val Loss: 24.8892 | Val Cost: 1738.74 | Val Max P-Miss: 0.3736 | Max Q-Miss: 0.1727 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   20 | Val Loss: 13.6622 | Val Cost: 2038.82 | Val Max P-Miss: 0.2383 | Max Q-Miss: 0.1876 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   30 | Val Loss: 10.6061 | Val Cost: 2342.64 | Val Max P-Miss: 0.2016 | Max Q-Miss: 0.1796 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   40 | Val Loss: 8.1541 | Val Cost: 2558.15 | Val Max P-Miss: 0.1922 | Max Q-Miss: 0.1269 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   50 | Val Loss: 22.1144 | Val Cost: 2402.31 | Val Max P-Miss: 0.2530 | Max Q-Miss: 0.2800 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch   60 | Val Loss: 9.6188 | Val Cost: 2561.02 | Val Max P-Miss: 0.1849 | Max Q-Miss: 0.1852 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch   70 | Val Loss: 8.7632 | Val Cost: 2683.73 | Val Max P-Miss: 0.1458 | Max Q-Miss: 0.1472 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch   80 | Val Loss: 7.6104 | Val Cost: 2681.13 | Val Max P-Miss: 0.1593 | Max Q-Miss: 0.1553 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   90 | Val Loss: 7.8144 | Val Cost: 2697.02 | Val Max P-Miss: 0.2097 | Max Q-Miss: 0.1143 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  100 | Val Loss: 8.1172 | Val Cost: 2773.67 | Val Max P-Miss: 0.2133 | Max Q-Miss: 0.1251 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  110 | Val Loss: 6.3563 | Val Cost: 2807.32 | Val Max P-Miss: 0.1783 | Max Q-Miss: 0.1141 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  120 | Val Loss: 6.2940 | Val Cost: 2834.76 | Val Max P-Miss: 0.1756 | Max Q-Miss: 0.1243 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  130 | Val Loss: 5.9259 | Val Cost: 2847.91 | Val Max P-Miss: 0.1743 | Max Q-Miss: 0.1137 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  140 | Val Loss: 6.0130 | Val Cost: 2868.49 | Val Max P-Miss: 0.1790 | Max Q-Miss: 0.1126 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  150 | Val Loss: 5.4611 | Val Cost: 2873.20 | Val Max P-Miss: 0.1709 | Max Q-Miss: 0.0984 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  160 | Val Loss: 5.3918 | Val Cost: 2868.42 | Val Max P-Miss: 0.1725 | Max Q-Miss: 0.0954 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  170 | Val Loss: 9.2435 | Val Cost: 2623.30 | Val Max P-Miss: 0.1780 | Max Q-Miss: 0.1504 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  180 | Val Loss: 8.5070 | Val Cost: 2739.21 | Val Max P-Miss: 0.1705 | Max Q-Miss: 0.1597 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  190 | Val Loss: 12.0715 | Val Cost: 2863.92 | Val Max P-Miss: 0.2722 | Max Q-Miss: 0.1819 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  200 | Val Loss: 4.8355 | Val Cost: 2902.82 | Val Max P-Miss: 0.1439 | Max Q-Miss: 0.1253 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  210 | Val Loss: 11.7964 | Val Cost: 2843.91 | Val Max P-Miss: 0.1661 | Max Q-Miss: 0.1805 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  220 | Val Loss: 4.9448 | Val Cost: 2856.14 | Val Max P-Miss: 0.1340 | Max Q-Miss: 0.0962 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  230 | Val Loss: 5.3921 | Val Cost: 2862.83 | Val Max P-Miss: 0.1922 | Max Q-Miss: 0.0632 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  240 | Val Loss: 4.1918 | Val Cost: 2920.17 | Val Max P-Miss: 0.1487 | Max Q-Miss: 0.0739 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  250 | Val Loss: 5.1217 | Val Cost: 2797.47 | Val Max P-Miss: 0.1330 | Max Q-Miss: 0.0987 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  260 | Val Loss: 4.0633 | Val Cost: 2885.86 | Val Max P-Miss: 0.1167 | Max Q-Miss: 0.0925 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  270 | Val Loss: 3.9254 | Val Cost: 2913.48 | Val Max P-Miss: 0.1140 | Max Q-Miss: 0.0902 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
