Job: acopf_ISS
Executing: ACOPF_pinn_baseline.py --case_name pglib_opf_case14_ieee --epochs 10000
Node: issnode1
GPU Allocated: 0
CUDA Hardware Acceleration Active: NVIDIA GeForce RTX 4090
Problem Geometry Linked -> Matrix Samples: 10000

Beginning execution of parallelized training matrix loops...
Epoch    0 | Val Loss: 133.9802 | Val Cost: 1639.13 | Val Max P-Miss: 0.9062 | Max Q-Miss: 0.4854 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   10 | Val Loss: 15.4516 | Val Cost: 1750.23 | Val Max P-Miss: 0.2686 | Max Q-Miss: 0.1906 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   20 | Val Loss: 15.7385 | Val Cost: 2077.61 | Val Max P-Miss: 0.3173 | Max Q-Miss: 0.1402 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch   30 | Val Loss: 11.0611 | Val Cost: 2368.52 | Val Max P-Miss: 0.2595 | Max Q-Miss: 0.1061 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   40 | Val Loss: 9.3084 | Val Cost: 2558.88 | Val Max P-Miss: 0.2172 | Max Q-Miss: 0.1417 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   50 | Val Loss: 7.9343 | Val Cost: 2659.35 | Val Max P-Miss: 0.2054 | Max Q-Miss: 0.1277 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch   60 | Val Loss: 29.4110 | Val Cost: 2617.68 | Val Max P-Miss: 0.1890 | Max Q-Miss: 0.2936 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch   70 | Val Loss: 20.9732 | Val Cost: 2503.13 | Val Max P-Miss: 0.3641 | Max Q-Miss: 0.1961 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch   80 | Val Loss: 7.9671 | Val Cost: 2633.64 | Val Max P-Miss: 0.1605 | Max Q-Miss: 0.1702 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch   90 | Val Loss: 5.7432 | Val Cost: 2831.22 | Val Max P-Miss: 0.1392 | Max Q-Miss: 0.1542 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  100 | Val Loss: 8.9463 | Val Cost: 2898.72 | Val Max P-Miss: 0.1255 | Max Q-Miss: 0.1759 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  110 | Val Loss: 8.8422 | Val Cost: 2671.72 | Val Max P-Miss: 0.1793 | Max Q-Miss: 0.1378 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  120 | Val Loss: 6.0223 | Val Cost: 2778.96 | Val Max P-Miss: 0.1869 | Max Q-Miss: 0.1158 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  130 | Val Loss: 5.8127 | Val Cost: 2814.38 | Val Max P-Miss: 0.1763 | Max Q-Miss: 0.1064 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  140 | Val Loss: 5.1156 | Val Cost: 2830.39 | Val Max P-Miss: 0.1672 | Max Q-Miss: 0.0977 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  150 | Val Loss: 8.3369 | Val Cost: 2822.86 | Val Max P-Miss: 0.1872 | Max Q-Miss: 0.1219 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  160 | Val Loss: 5.8900 | Val Cost: 2817.73 | Val Max P-Miss: 0.1587 | Max Q-Miss: 0.1144 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  170 | Val Loss: 8.4344 | Val Cost: 2865.69 | Val Max P-Miss: 0.2700 | Max Q-Miss: 0.1042 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  180 | Val Loss: 8.2052 | Val Cost: 2803.49 | Val Max P-Miss: 0.1255 | Max Q-Miss: 0.1241 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  190 | Val Loss: 8.0161 | Val Cost: 2860.21 | Val Max P-Miss: 0.1743 | Max Q-Miss: 0.1492 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  200 | Val Loss: 4.7436 | Val Cost: 2846.93 | Val Max P-Miss: 0.1610 | Max Q-Miss: 0.0897 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  210 | Val Loss: 4.7994 | Val Cost: 2877.58 | Val Max P-Miss: 0.1492 | Max Q-Miss: 0.1020 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  220 | Val Loss: 4.8384 | Val Cost: 2905.34 | Val Max P-Miss: 0.1497 | Max Q-Miss: 0.1047 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  230 | Val Loss: 4.2272 | Val Cost: 2902.25 | Val Max P-Miss: 0.1376 | Max Q-Miss: 0.0902 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  240 | Val Loss: 3.7278 | Val Cost: 2916.16 | Val Max P-Miss: 0.1211 | Max Q-Miss: 0.0840 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  250 | Val Loss: 3.6811 | Val Cost: 2924.45 | Val Max P-Miss: 0.1190 | Max Q-Miss: 0.0840 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  260 | Val Loss: 3.7496 | Val Cost: 2929.27 | Val Max P-Miss: 0.1165 | Max Q-Miss: 0.0932 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  270 | Val Loss: 3.2089 | Val Cost: 2936.78 | Val Max P-Miss: 0.1051 | Max Q-Miss: 0.0741 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000 [*SAVED BEST*]
Epoch  280 | Val Loss: 3.3917 | Val Cost: 2935.85 | Val Max P-Miss: 0.1058 | Max Q-Miss: 0.0844 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  290 | Val Loss: 3.6885 | Val Cost: 2939.10 | Val Max P-Miss: 0.1143 | Max Q-Miss: 0.0909 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  300 | Val Loss: 3.9744 | Val Cost: 2945.52 | Val Max P-Miss: 0.1222 | Max Q-Miss: 0.0940 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  310 | Val Loss: 3.3492 | Val Cost: 2939.81 | Val Max P-Miss: 0.1049 | Max Q-Miss: 0.0798 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  320 | Val Loss: 11.5364 | Val Cost: 2620.52 | Val Max P-Miss: 0.1944 | Max Q-Miss: 0.1716 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  330 | Val Loss: 6.1061 | Val Cost: 2888.95 | Val Max P-Miss: 0.1328 | Max Q-Miss: 0.1298 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  340 | Val Loss: 4.6695 | Val Cost: 2869.59 | Val Max P-Miss: 0.1812 | Max Q-Miss: 0.0561 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
Epoch  350 | Val Loss: 3.9472 | Val Cost: 2918.94 | Val Max P-Miss: 0.1370 | Max Q-Miss: 0.0704 | Val Max Gen Viol: 0.0000 | Val Max Thermal: 0.0000
