Bus,Case,Projection,Weights,Seed,Checkpoint,Objective_Deviation_pct,Max_Eq,Mean_Eq,Max_Ineq,Mean_Ineq,Max_Violation,Feasibility_Rate,Inference_Time_s
57,pglib_opf_case57_ieee,voltage,nominal,1,model/best_controlled_voltage_nominal_pglib_opf_case57_ieee_10000epochs_seed1_20260922_074312.pth,-288.16344479370116,0.11923361539840699,0.022072620349004864,16.890176992416382,0.3919826195538044,16.890176992416382,0.0,3.50321177393198e-07
57,pglib_opf_case57_ieee,voltage,nominal,2,model/best_controlled_voltage_nominal_pglib_opf_case57_ieee_10000epochs_seed2_20260922_081942.pth,-291.655149017334,0.09899975761771201,0.021013640373945236,17.186726718902587,0.39334829047322273,17.186726718902587,0.0,2.3710867390036583e-07
57,pglib_opf_case57_ieee,voltage,nominal,3,model/best_controlled_voltage_nominal_pglib_opf_case57_ieee_10000epochs_seed3_20260922_085351.pth,-288.3097499694824,0.10576588504016399,0.021935808073729277,16.90682459831238,0.39254905939102175,16.90682459831238,0.0,1.8523912876844406e-07
57,pglib_opf_case57_ieee,voltage,nominal,4,model/best_controlled_voltage_nominal_pglib_opf_case57_ieee_10000epochs_seed4_20260922_092808.pth,-285.19320654296877,0.07864477022737265,0.02129489247314632,16.51330565071106,0.3836266256272793,16.51330565071106,0.0,1.7314916476607322e-07
57,pglib_opf_case57_ieee,voltage,nominal,5,model/best_controlled_voltage_nominal_pglib_opf_case57_ieee_10000epochs_seed5_20260922_100203.pth,-319.2128588867188,0.12750516188144684,0.020513129936531187,17.62311236381531,0.35125688269734384,17.62311236381531,0.0,1.6072625294327735e-07
57,pglib_opf_case57_ieee,generation,nominal,1,model/best_controlled_generation_nominal_pglib_opf_case57_ieee_10000epochs_seed1_20260922_103155.pth,-20.429781399726867,0.07758992368727922,0.025423564247787,0.46034527230262756,0.04906799353286624,0.46034527230262756,0.0,2.129301428794861e-07
57,pglib_opf_case57_ieee,generation,nominal,2,model/best_controlled_generation_nominal_pglib_opf_case57_ieee_10000epochs_seed2_20260922_110110.pth,-20.69349341964722,0.09180255073308945,0.025795046821236612,0.4382581989467144,0.04622182691469789,0.4382581989467144,0.0,5.808128044009209e-07
57,pglib_opf_case57_ieee,generation,nominal,3,model/best_controlled_generation_nominal_pglib_opf_case57_ieee_10000epochs_seed3_20260922_112933.pth,-20.925574097633362,0.09616234941035509,0.026244798419997096,0.4193502720892429,0.04359622504934669,0.4193502720892429,0.0,5.517927929759025e-07
57,pglib_opf_case57_ieee,generation,nominal,4,model/best_controlled_generation_nominal_pglib_opf_case57_ieee_10000epochs_seed4_20260922_115808.pth,-20.661115718841554,0.09880936026573181,0.02584547133371234,0.43808422565460203,0.04636340544372797,0.43808422565460203,0.0,2.8756866231560706e-07
57,pglib_opf_case57_ieee,generation,nominal,5,model/best_controlled_generation_nominal_pglib_opf_case57_ieee_10000epochs_seed5_20260922_122702.pth,-20.74462151622772,0.09981887049973011,0.026131988514214752,0.4476900852918625,0.047343692183494566,0.4476900852918625,0.0,1.8667802214622496e-07
57,pglib_opf_case57_ieee,full,nominal,1,model/best_controlled_full_nominal_pglib_opf_case57_ieee_10000epochs_seed1_20260922_125542.pth,-21.63811493015289,0.10593544571101665,0.025862625662237407,0.3540449289083481,0.03302557723410428,0.3540449289083481,0.0,4.908507689833641e-07
57,pglib_opf_case57_ieee,full,nominal,2,model/best_controlled_full_nominal_pglib_opf_case57_ieee_10000epochs_seed2_20260922_132521.pth,-21.58317283153534,0.11705044376850128,0.025484023861587046,0.32774834752082826,0.02925058907456696,0.32774834752082826,0.0,2.2798078134655952e-07
57,pglib_opf_case57_ieee,full,nominal,3,model/best_controlled_full_nominal_pglib_opf_case57_ieee_10000epochs_seed3_20260922_135526.pth,-21.413390149116516,0.0781143207103014,0.025805220190435647,0.3734558462202549,0.03619634252786636,0.3734558462202549,0.0,2.0875968039035797e-07
57,pglib_opf_case57_ieee,full,nominal,4,model/best_controlled_full_nominal_pglib_opf_case57_ieee_10000epochs_seed4_20260922_142409.pth,-21.163566694259643,0.08220249097794294,0.025886145388707517,0.3743654530644417,0.03648577405512333,0.3743654530644417,0.0,2.0226184278726577e-07
57,pglib_opf_case57_ieee,full,nominal,5,model/best_controlled_full_nominal_pglib_opf_case57_ieee_10000epochs_seed5_20260922_170449.pth,-21.530099076271057,0.11023529502749443,0.025449994882568716,0.3356503304839134,0.030488007320091128,0.3356503304839134,0.0,1.9325781613588332e-07
57,pglib_opf_case57_ieee,full,equal,1,model/best_controlled_full_equal_pglib_opf_case57_ieee_10000epochs_seed1_20260922_045405.pth,-100.0,0.35317662987112997,0.12698472026735544,0.07017771476507187,0.0010167894804035313,0.35317662987112997,0.0,2.1749502047896386e-07
57,pglib_opf_case57_ieee,full,equal,2,model/best_controlled_full_equal_pglib_opf_case57_ieee_10000epochs_seed2_20260922_052805.pth,-100.0,0.3543963194489479,0.12705230755358934,0.07043493020534515,0.0010134857874945738,0.3543963194489479,0.0,2.397247590124607e-07
